nace_r2,na_item,geo\TIME_PERIOD,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
G-I,B1G,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40267.9,40903.0,40606.9,40619.9,40492.2,40897.1,40817.3,40913.0,41391.6,41605.0,41884.2,42343.8,42375.7,43055.7,43308.0,43905.2,44382.8,44720.8,45465.7,45806.7,46386.0,46798.7,47075.9,47667.2,47881.6,48146.8,48472.8,48701.2,48770.0,49098.0,49111.0,49348.3,49473.9,49616.5,50020.3,49987.4,50729.2,51110.1,51477.0,51755.2,51800.1,52212.9,52221.8,52834.0,52997.6,53351.5,53998.6,54294.8,54787.3,55365.6,55595.9,56275.9,56135.4,56207.1,55792.4,55172.2,54016.6,53882.0,54198.0,54491.2,54790.3,55086.4,55125.3,55253.9,55371.6,55248.0,54931.9,54789.3,54645.7,54175.1,53974.7,53472.2,53202.0,53341.6,53197.0,53281.7,53367.5,53634.7,54157.2,54952.8,56072.5,56716.7,57595.1,58139.5,57948.0,58382.8,59166.5,59746.8,60111.7,60850.5,61227.4,61380.0,61573.4,62107.8,62463.8,62873.6,63469.8,63698.2,64077.1,64456.0,56418.5,34972.4,49433.0,49772.0,50375.3,51980.5,57402.6,60653.1,60999.1,64158.8,65015.3
G-I,B1G,FR,37663.6,37272.7,37312.3,37341.3,37428.6,37689.2,37911.6,38107.7,38594.7,38872.3,38826.1,39340.7,39436.4,39570.7,39987.7,40573.5,40915.8,41379.1,41629.4,41321.7,41260.2,41688.2,41861.1,42257.4,42814.2,43548.8,44029.6,44233.2,44183.6,44970.1,45318.0,46315.6,46757.3,47335.2,48255.4,48845.5,49837.9,50511.1,51251.9,52230.2,53110.6,53464.8,53741.6,54063.6,54061.5,54560.6,54657.8,55128.4,55735.5,55656.3,55578.0,55482.3,54924.9,55210.1,55302.6,55328.1,56012.7,56428.1,57040.9,58226.8,58408.5,59105.4,59037.0,58593.2,59104.6,58983.7,59719.9,59856.8,61029.3,62119.6,62877.9,63977.1,65264.7,65885.3,66769.0,67302.1,69114.8,68438.6,69018.1,69809.4,70908.6,71890.2,72789.3,73808.5,74345.3,74389.1,74313.6,74060.1,74618.8,74696.5,75144.2,75565.9,75394.6,75008.0,75593.1,75541.5,75904.7,76217.4,75957.1,76723.7,76706.4,76908.6,77256.8,77785.6,78232.8,78890.9,78708.2,79311.3,80092.6,80906.9,81710.2,82402.3,83252.5,82871.8,82611.3,80868.8,78241.3,78063.2,77919.9,78596.8,79031.0,79508.3,80219.0,80896.1,82325.5,82341.9,82738.7,82771.6,82849.3,82821.5,82853.4,83022.9,82679.6,82964.2,83006.2,83578.9,83461.2,83394.7,84160.7,84439.7,84915.6,85434.5,85789.0,86253.6,87126.7,86823.0,87063.3,87746.3,88432.4,89202.9,89467.3,89721.6,89292.4,88994.0,89293.7,89701.4,91131.1,91993.6,91754.7,90949.2,83604.9,66941.0,85602.8,80841.0,80499.9,82969.4,90042.5,91090.8,90507.3,92453.6,92597.0
G-I,B1G,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.3,1069.9,1076.6,1135.0,1193.2,1196.5,1209.7,1251.0,1308.0,1334.5,1349.0,1362.8,1344.1,1337.0,1333.2,1327.8,1291.1,1255.3,1206.1,1201.3,1233.2,1223.9,1289.3,1322.5,1366.7,1421.1,1430.4,1462.7,1524.2,1554.2,1614.1,1657.8,1726.5,1794.0,1814.9,1818.7,1814.7,1815.9,1811.7,1835.3,1880.7,1928.9,1967.6,1975.3,2011.5,2059.4,2053.7,2087.8,2173.6,2213.9,2219.7,2200.1,2293.9,2284.4,2247.5,2219.7,2033.5,2014.5,1971.9,2007.2,1944.2,1993.3,2056.1,2066.1,2037.8,2045.9,2051.8,2054.5,2047.7,1983.5,1986.6,1969.8,1978.2,1976.9,1972.7,1943.1,1916.7,1939.1,1937.1,1951.6,2006.4,2067.6,2067.6,2071.2,2107.8,2113.0,2152.4,2164.2,2194.8,2244.7,2294.8,2271.8,2303.7,2367.8,2369.2,2362.5,2400.7,2473.0,2461.8,2452.0,2446.4,1726.9,1883.8,2008.8,2372.4,2425.9,2568.1,2429.1,2876.3,3158.1,2799.2
G-I,B1G,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62335.8,61699.8,61955.4,62129.2,62672.3,63636.7,64409.3,65295.3,65567.9,66198.1,66545.4,66342.5,66275.7,66657.6,67145.6,67653.8,69608.5,70333.1,70809.4,72209.6,72982.6,72623.7,72331.7,71198.0,71123.5,70804.8,70869.1,71163.8,70762.1,70812.8,70566.9,70948.3,71471.9,71732.9,71989.4,72816.8,72799.6,73709.4,74280.5,74351.3,74567.7,74584.9,74683.7,75467.5,76001.8,76562.4,76750.7,76358.8,77089.3,76442.4,75840.5,73921.6,71216.3,71456.2,72217.3,72394.3,72895.5,73183.1,73800.0,74430.4,75055.8,75397.2,75202.6,74804.1,74288.9,73931.8,73472.1,73306.9,72313.3,72578.9,73026.1,72950.4,73410.9,73761.6,74430.2,74514.2,74901.0,75390.2,75856.2,76437.0,76921.1,77402.0,77976.1,78504.6,79704.3,80012.9,80172.0,80441.3,80225.2,80266.1,80256.7,80641.8,81808.2,81899.1,81793.4,81564.0,72599.4,56700.6,70641.0,68701.2,66886.1,72339.5,79109.3,79173.4,78671.9,80348.5,82117.3
G-I,B1G,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.7,609.3,600.3,574.4,600.6,584.4,575.8,581.1,587.5,593.6,616.8,624.8,639.6,645.9,667.6,659.8,668.6,675.1,686.3,709.0,734.2,778.9,763.2,781.4,765.0,781.4,789.6,758.2,754.9,770.3,766.9,796.1,768.2,741.0,782.3,790.8,797.7,802.1,808.6,829.6,850.8,854.2,870.2,878.2,894.9,933.6,942.9,945.1,969.9,971.0,982.4,1007.7,1018.8,1033.0,1031.9,1004.0,988.2,982.3,974.5,994.0,1018.7,1020.5,1035.0,1054.1,1062.7,1075.0,1063.0,1038.4,1021.0,988.3,974.3,944.7,918.9,895.5,902.4,908.6,899.6,914.8,915.2,912.7,926.1,935.6,946.9,963.3,981.1,995.4,1013.5,1035.0,1047.7,1077.8,1101.4,1118.9,1157.9,1179.4,1190.3,1204.3,1209.1,1233.5,1227.9,1224.5,1142.3,762.8,766.3,899.3,956.6,984.8,1028.7,1067.6,1109.4,1140.4,1181.5
G-I,B1G,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9,475.5,466.3,455.0,469.4,488.2,507.7,535.2,528.5,535.9,544.5,562.8,574.1,605.4,638.6,575.2,595.1,621.3,633.4,667.4,616.7,623.7,668.0,666.7,697.7,699.0,703.3,726.7,745.2,778.9,785.7,805.5,852.6,865.6,893.0,919.1,936.5,972.4,1001.3,1024.5,1106.9,1137.6,1176.9,1236.0,1208.9,1293.2,1344.0,1415.3,1435.3,1454.6,1447.0,1437.3,1461.5,1409.6,1392.9,1378.7,1163.1,1163.0,1128.1,1150.9,1105.8,1110.4,1145.0,1112.2,1132.7,1123.7,1138.1,1142.4,1193.3,1221.2,1237.3,1256.4,1226.2,1241.1,1244.2,1249.0,1276.5,1262.0,1276.0,1288.9,1300.1,1322.3,1353.1,1374.8,1372.7,1386.9,1399.3,1382.8,1457.7,1433.3,1441.4,1449.4,1459.7,1500.0,1507.1,1536.9,1561.5,1570.7,1566.4,1573.7,1507.3,1287.3,1484.6,1469.9,1459.2,1520.8,1606.3,1587.8,1573.8,1521.1,1533.2
G-I,B1G,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,949.3,942.7,910.1,913.5,901.5,954.2,997.9,1004.8,1023.5,1031.9,1115.2,1116.3,1115.7,1121.6,1079.9,1045.0,1084.0,1084.2,1096.6,1166.0,1189.7,1180.4,1196.2,1251.6,1218.6,1272.2,1295.0,1324.6,1357.8,1376.9,1393.2,1453.4,1483.4,1513.4,1557.3,1562.2,1579.2,1588.4,1647.0,1700.2,1748.6,1809.6,1849.2,1816.8,1858.1,1915.8,1948.0,2072.2,2137.0,2205.6,2278.7,2269.8,2254.0,2258.9,2215.2,1872.9,1874.2,1838.5,1885.1,1884.9,1952.8,1983.2,1973.4,2056.7,2089.5,2111.5,2145.9,2184.7,2211.7,2261.7,2313.8,2286.9,2305.4,2345.3,2376.8,2413.7,2421.8,2420.2,2375.8,2404.4,2439.2,2441.8,2498.0,2512.0,2535.1,2586.8,2622.1,2677.7,2706.8,2719.2,2752.7,2796.1,2841.6,2872.2,2926.5,2967.9,3029.9,2988.7,3037.3,3017.2,2787.7,2942.3,2969.9,3036.8,3106.3,3104.8,3100.6,3109.5,3069.2,3062.2
G-I,B1G,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.9,938.7,936.6,940.9,932.4,924.3,936.6,944.6,946.3,986.1,998.3,1001.9,1065.7,1089.9,1096.8,1098.1,1062.8,1084.9,1118.3,1134.6,1161.2,1175.3,1193.7,1203.0,1221.0,1222.5,1264.1,1278.7,1281.2,1290.6,1223.8,1252.0,1125.6,1226.5,1167.6,1398.6,1211.0,1215.5,1274.1,1266.4,1195.1,1185.0,1178.6,1190.8,1217.4,1249.1,1262.3,1282.1,1315.0,1330.6,1358.7,1406.3,1451.1,1491.9,1486.2,1398.0,1394.4,1312.0,1330.4,1388.2,1455.5,1558.2,1554.1,1533.8,1701.7,1659.5,1678.1,1668.3,1569.2,1542.1,1547.6,1546.2,1550.4,1559.2,1569.3,1567.7,1553.0,1543.3,1594.5,1602.8,1613.5,1555.2,1487.4,1440.5,1581.1,1626.2,1617.6,1633.6,1649.6,1671.8,1718.3,1713.3,1666.9,1620.2,1630.1,1639.8,1617.8,1642.2,1622.1,1636.8,1594.5,1398.4,1621.9,1543.2,1633.1,1616.6,1613.8,1619.4,1709.5,1693.6,1684.9
G-I,B1G,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825.2,2827.3,2814.6,2797.8,2792.0,2753.5,2735.6,2723.9,2916.9,2919.5,2896.7,2920.4,2912.2,2932.3,2996.1,3024.7,2984.3,3045.8,3069.3,3090.3,3201.8,3246.2,3262.8,3277.3,3272.7,3278.2,3328.2,3404.8,3512.6,3541.0,3597.5,3591.5,3603.0,3636.8,3672.3,3716.6,3736.1,3800.1,3862.5,3915.5,3999.3,4066.8,4103.6,4202.0,4323.4,4360.9,4427.8,4426.4,4384.8,4400.5,4413.7,4436.0,4393.8,4371.4,4330.6,4266.3,3766.3,3778.4,3705.3,3756.2,3725.8,3713.3,3784.2,3747.4,3790.3,3795.1,3780.7,3830.5,3829.3,3863.8,3884.8,3889.7,3942.0,3983.7,4050.7,4084.1,4177.3,4206.3,4236.8,4312.3,4271.8,4309.3,4364.3,4376.6,4406.1,4428.7,4443.9,4491.0,4540.1,4626.4,4740.5,4836.7,5006.5,5079.4,5134.1,5225.5,5272.8,5371.0,5437.2,5567.1,5619.5,4540.0,4917.4,5048.8,5164.7,5369.7,5552.0,5743.8,5954.3,6057.8,6077.9
G-I,B1G,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.3,329.7,317.6,324.9,324.7,309.9,318.4,313.9,320.4,313.4,311.6,316.1,315.1,315.9,320.4,315.3,299.8,305.4,313.4,315.2,290.2,295.1,299.4,307.1,300.1,304.9,300.2,306.8,319.9,313.4,333.4,326.6,314.9,317.6,325.1,311.7,299.3,301.3,310.0,302.8,314.1,308.2,324.2,313.7,326.3,330.6,320.3,322.4,328.4,340.0,351.1,349.0,365.1,381.7,393.9,388.1,387.0,408.4,404.6,415.6,436.8,465.8,469.1,480.9,441.0,440.4,438.1,455.0,487.0,508.6,514.9,513.0,499.3,539.9,539.8,529.9,529.5,557.3,568.0,565.4,497.0,287.3,336.4,336.5,409.7,410.0,523.5,563.5,548.0,558.5,618.9
G-I,B1G,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18042.4,18332.0,18818.9,19052.1,19408.1,19659.2,19984.4,20434.3,20843.2,21176.3,21328.5,21498.3,21758.4,21951.3,22260.3,22878.1,23275.5,23652.0,24036.8,24344.3,24059.5,24050.1,23967.9,24091.5,23370.5,23556.6,23736.7,23763.1,23962.0,23739.8,23795.4,23878.9,24383.6,24826.6,24669.2,24795.1,25045.9,25002.0,25505.4,25733.6,25788.7,26335.0,26666.3,27190.1,27227.5,27588.3,27834.7,27877.0,28201.6,27943.8,27495.9,27056.7,25694.1,25700.1,25850.0,26081.3,26126.7,26452.8,26967.9,27496.5,28020.2,27929.7,27946.9,27572.9,27851.6,27932.7,27727.8,27698.8,27599.3,27847.7,28283.6,28579.0,28637.8,28891.0,28945.1,29281.3,29240.4,29484.6,29834.1,30247.4,30209.1,30220.7,30422.8,30630.5,31064.7,31224.3,31598.3,31652.3,31952.4,32310.9,32256.9,32539.9,33095.3,33456.1,33362.5,33655.4,32085.5,27651.9,31466.9,30575.2,30502.6,32590.4,34539.3,34130.2,34457.4,35656.2,35388.7
G-I,B1G,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11573.2,11604.2,11693.8,11729.6,11773.2,11989.9,11771.7,11969.8,11920.9,11982.2,12366.1,12480.6,12688.2,12822.3,12927.3,12880.6,12837.7,13017.8,13684.8,13282.8,13625.9,13677.5,13712.5,13847.4,13789.3,13668.6,13618.0,13690.3,13946.4,13934.4,14156.7,14136.8,14182.4,14079.7,14012.1,13907.6,14165.9,14244.1,14351.9,14449.6,14279.7,14534.9,14590.3,14633.7,14849.1,14883.4,15006.4,15100.8,15348.0,15396.7,15342.4,15439.9,15609.2,15583.3,15400.6,15307.5,15078.6,15119.4,15237.8,15332.8,15148.4,15255.8,15562.5,15715.5,15704.2,15913.4,15931.7,15869.4,16027.1,15767.2,15598.2,15587.4,15408.1,15455.3,15576.4,15650.2,15717.7,15824.6,15782.1,15877.6,15984.4,15942.0,16050.5,15962.7,16072.0,16084.9,16158.2,16271.5,16206.4,16333.8,16335.9,16481.4,16687.5,16717.5,16717.7,17034.2,17081.1,16950.6,17035.3,16958.3,15833.1,12633.9,15845.0,13628.3,12280.1,14513.5,16494.1,15432.7,15737.1,16661.6,16614.5
G-I,B1G,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10246.7,10696.4,11094.0,11328.7,11838.2,11842.1,11820.8,12057.6,12373.5,12437.3,12717.9,13081.5,12920.6,13147.9,13411.4,13552.0,13497.1,14128.8,14343.1,14753.5,15155.4,15088.4,15121.0,14918.7,15034.4,15052.9,15217.0,15299.3,15440.7,15398.5,15587.6,15638.4,15491.0,15582.7,15650.0,15776.8,16105.6,16208.3,16019.1,16100.2,16316.6,16818.1,16841.4,17208.7,17432.4,17797.4,18302.0,18171.1,18525.5,18705.6,19053.1,19402.3,19514.2,19316.7,19228.3,19278.5,19731.1,19543.0,19785.8,19810.3,19679.0,19965.2,19927.8,20354.5,20022.4,20208.8,20290.8,20508.1,21064.6,21170.7,21272.3,21081.8,21048.9,21197.3,21226.3,21440.7,20839.7,20818.9,21052.0,20869.0,21427.5,21416.6,21727.4,21933.1,21652.7,22342.4,22493.6,23037.4,24101.8,24381.4,24750.3,25263.8,25514.5,25693.8,25898.3,26029.7,26214.5,26635.4,26563.1,27037.4,27032.2,22320.6,25548.9,25114.1,26649.5,27165.2,28474.4,28881.2,29198.0,29545.2,29871.2
G-I,B1G,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6325.8,6441.3,6410.1,6434.5,6401.3,6393.0,6474.1,6548.3,6686.7,6810.7,6937.9,7021.5,7129.9,7268.1,7344.6,7401.5,7506.7,7590.7,7730.7,7893.7,8107.7,8091.4,8182.0,8256.6,8197.3,8248.3,8204.1,8322.9,8326.6,8331.9,8286.6,8184.1,8089.0,8043.3,8082.6,8144.9,8271.8,8387.9,8369.1,8425.3,8384.1,8447.1,8365.7,8441.6,8566.3,8630.9,8679.1,8726.5,8798.6,8841.7,8911.7,8974.7,8958.3,8877.8,8882.9,8743.6,8665.4,8682.6,8726.2,8810.0,8932.5,8992.2,8973.8,9078.5,9027.2,9001.4,8970.3,8868.0,8917.8,8823.1,8886.1,8843.8,8898.9,9031.0,9080.5,9109.6,9119.5,9184.0,9244.8,9318.6,9379.0,9433.8,9408.6,9414.6,9587.4,9555.5,9665.7,9837.1,9932.6,9944.9,10045.8,10081.0,10166.0,10249.5,10259.5,10364.4,10547.4,10615.7,10576.2,10511.7,9771.1,6884.4,8756.5,8527.0,7999.4,8854.7,9573.7,9796.0,10229.0,10766.0,10825.6
G-I,B1G,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.0,2225.5,2217.1,2291.0,2288.6,2610.6,2541.8,2496.1,2414.6,2295.1,2286.7,2252.8,2272.5,2263.6,2249.2,2248.1,2262.5,2237.3,2211.1,2218.2,2205.8,2309.1,2335.4,2339.3,2403.7,2337.8,2305.8,2262.3,2355.5,2383.2,2438.6,2469.8,2549.7,2675.8,2732.1,2774.3,2646.4,2985.2,2999.4,3062.1,3200.4,3272.3,3421.5,3586.8,3669.0,3835.8,3916.2,3998.1,4174.4,4278.9,4420.0,4551.7,4445.9,4678.6,4591.7,4482.8,4485.3,4249.3,4302.1,4287.2,4077.4,3745.3,3816.4,3774.4,3952.8,4007.5,4058.1,4020.1,5979.4,6705.8,7020.7,6457.6,5698.4,5650.1,5658.2,5948.1,5930.6,5680.7,5800.7,6197.4,6295.7,6332.3,6371.0,6613.9,6283.1,6938.2,7170.6,7348.4,7432.3,7794.4,8101.3,8112.6,8211.6,8411.3,8696.7,8389.2,8802.4,8348.0,8528.7,8505.0,8361.0,7509.1,7965.0,8687.9,8723.6,8933.0,8951.5,8951.7,9495.4,9660.0,9740.6
G-I,B1G,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.2,994.4,992.5,990.6,984.1,970.7,968.1,968.5,1041.0,1049.4,1050.3,1042.8,1052.3,1064.3,1075.3,1090.1,1098.1,1170.3,1102.6,1116.5,1116.4,1130.5,1151.1,1164.4,1196.4,1212.7,1224.8,1241.9,1259.3,1273.9,1285.5,1293.3,1300.8,1309.4,1319.2,1335.3,1341.3,1352.3,1370.0,1382.6,1397.9,1418.5,1439.3,1457.3,1490.7,1515.5,1538.6,1573.7,1599.5,1627.8,1651.9,1669.1,1684.9,1689.2,1696.3,1695.0,1543.0,1546.1,1545.5,1559.5,1547.5,1578.3,1596.1,1583.7,1612.6,1593.4,1592.9,1613.1,1602.3,1505.0,1507.2,1505.1,1512.2,1525.4,1541.8,1564.2,1574.9,1583.1,1598.4,1612.2,1638.9,1665.2,1689.1,1708.8,1728.6,1756.1,1782.6,1826.5,1864.5,1889.1,1920.4,1940.2,1970.0,2007.7,2034.4,2061.6,2082.1,2086.1,2087.7,2093.4,2080.5,1758.3,2035.8,1919.6,1956.7,1989.8,2026.8,2351.9,2397.4,2419.4,2160.0
G-I,B1G,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,1377.9,1427.1,1531.1,1649.1,1850.6,1775.3,1629.5,1761.4,1828.3,1926.1,2154.2,1936.0,2025.6,2110.2,2423.7,2584.2,2210.4,2185.8,2030.0,2373.0,2339.7,2259.6,2102.2,2364.4,2401.4,2257.5,2491.9,2119.9,2251.9,2415.5,2444.6,2573.8,2433.7,2474.4,2421.8,2335.4,2444.2,2626.1,2393.6,2519.3,2782.6,3061.4,2738.5,2620.3,2751.7,2771.2,2875.8,2955.8,2895.5,2875.3,3206.0,3356.2,3236.4,3260.3,3360.2,2812.6,3006.1,3032.1,3136.2,3348.6,3277.3,3066.5,3005.8,3305.2,3150.9,3291.3,3373.8,3154.2,3231.0,3105.5,3175.5,3018.3,3037.3,2875.8,2937.8,3102.3,3013.2,3100.6,3135.4,3108.2,3048.3,3118.0,3055.9,2973.9,2908.8,2933.9,2922.6,3034.8,3039.9,3104.4,3065.4,3076.6,3030.2,3064.4,3095.9,3211.3,3255.2,3150.8,3246.8,3170.8,2866.3,3209.6,2980.1,3029.7,3176.7,3343.3,3283.1,3475.7,3438.7,3409.1
G-I,B1G,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5217.9,5142.9,4957.9,4864.1,4706.0,4606.0,4514.8,4376.4,4280.8,4131.6,4040.5,3950.3,4072.7,4050.3,4028.9,4019.1,4112.9,4137.9,4313.0,4478.2,4345.1,4489.8,4546.1,4589.0,4649.7,4596.1,4604.2,4713.2,4782.8,4803.4,4918.6,5068.7,5159.8,5218.8,5250.1,5246.5,5340.3,5392.1,5412.6,5356.4,5474.3,5518.9,5574.3,5680.6,5750.3,5819.1,5925.4,5965.6,5870.0,5937.0,5877.2,5856.6,5879.0,5921.8,5968.3,5993.3,6106.8,6186.3,6249.7,6371.2,6471.2,6412.3,6380.1,6364.9,6336.3,6325.6,6333.7,6423.0,6738.3,6879.5,6976.8,7028.7,7268.1,7286.8,7374.4,7140.3,6463.2,6424.8,6423.0,6413.2,6538.2,6624.9,6662.4,6728.5,6788.4,6883.0,6954.5,7002.8,7164.4,7059.0,6954.5,6949.2,6820.5,6785.7,6753.5,6747.3,6683.8,6617.7,6606.1,6585.6,6416.7,6446.2,6494.5,6516.8,6684.7,6674.9,6666.9,6739.2,6915.2,6963.4,7009.9,7016.2,7043.0,7039.4,6944.7,6946.5,6996.5,7099.2,7113.5,7212.7,7203.7,5619.0,6661.5,6538.2,6548.9,6686.5,6742.8,6674.9,6569.5,6663.3,6593.6
G-I,B1G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640.8,8583.0,8581.7,8676.2,8794.5,8947.0,9101.2,9127.1,9242.8,9320.8,9419.9,9583.2,9644.3,9548.1,9728.5,9953.4,9873.4,10026.1,10106.5,10272.4,10344.2,10672.3,10674.6,10640.5,10786.5,10811.5,10874.4,11134.2,11170.4,11556.7,11660.9,11634.5,11696.4,11668.2,11703.9,11662.0,11746.3,11973.3,12146.4,12305.6,12517.7,12495.9,12614.7,12767.1,13053.7,13162.9,13262.3,13353.3,13487.8,13641.0,13901.7,13861.2,14090.4,14014.3,14044.3,14404.6,14459.7,14643.0,14784.2,14776.0,14751.6,14719.4,14703.6,13865.5,13968.6,13873.1,14171.1,14366.8,14226.5,14613.2,14809.4,15151.2,15369.3,15474.9,15596.0,15461.8,15528.5,15426.3,15495.1,15499.0,15859.9,16237.6,16337.3,16508.7,16732.1,17077.2,17070.8,17209.4,17430.2,17148.1,17682.1,17842.8,18090.8,18078.5,18276.4,18400.2,18392.9,18625.5,18879.0,18804.9,18500.5,18907.0,18588.9,18844.9,19073.4,19296.6,19404.2,19334.8,18559.8,16008.7,18324.0,17948.3,18234.3,18094.9,19197.4,19475.7,19298.1,19510.4,19564.0
G-I,B1G,NO,4927.5,4979.2,4909.8,4896.7,5006.2,5007.1,5096.7,5050.1,4954.2,4965.6,4883.2,5012.0,4940.4,4931.7,5007.0,5075.8,5092.1,5136.5,5369.9,5478.8,5727.9,5870.4,5776.4,5879.5,6185.4,5988.7,6088.7,6133.6,6016.8,6051.4,5968.2,5972.2,5933.7,5938.1,5871.7,5742.3,5738.0,5700.1,5814.3,5903.8,5956.9,5980.7,5975.7,6018.4,6068.2,6119.9,6153.6,6162.4,6129.9,6155.4,6275.4,6183.5,6187.2,6256.1,6378.2,6452.9,6512.0,6763.3,6866.2,6932.3,7147.1,7111.4,7197.4,7279.2,7627.1,7643.1,7843.8,7984.9,8018.5,8264.6,8288.9,8418.1,8571.2,8681.0,8784.5,8859.4,8477.4,8502.0,8699.9,8820.1,8943.7,8842.4,8912.4,8977.4,8991.2,9028.7,8901.8,8880.0,8966.1,9131.8,8910.6,9076.0,9075.3,9073.8,9130.0,9229.9,9489.6,9428.2,9510.5,9608.3,9567.4,9739.1,9870.9,9824.8,10092.4,10314.7,10447.6,10675.6,10688.0,10717.6,10748.1,11047.5,10836.9,10802.5,10591.1,10502.5,10216.7,10186.3,10348.3,10409.1,10575.9,10635.7,10635.4,10700.2,10789.3,10897.9,10916.7,11137.5,11178.9,11236.7,11374.1,11362.0,11555.0,11541.6,11647.9,11599.5,11696.9,11879.0,11932.4,12074.7,12150.2,12090.2,12255.0,12240.1,12356.2,12223.1,12199.9,12124.4,12216.5,12414.4,12576.9,12598.3,12635.9,12781.1,12844.3,12810.7,13071.6,12976.4,12917.2,13066.3,12034.6,10397.4,11457.5,11508.1,11266.0,11542.6,12397.6,12506.9,12317.1,12790.2,12984.2
