nace_r2,na_item,geo\TIME_PERIOD,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
TOTAL,B1G,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058.3,2082.5,2062.8,2095.4,2081.7,2067.0,2150.9,2209.7,2232.7,2325.9,2365.5,2374.3,2498.1,2509.8,2476.5,2433.0,2514.3,2465.1,2556.0,2647.4,2656.2,2645.6,2738.5,2714.7,2775.2,2880.4,2820.2,2945.0,2923.5,3042.2,3092.9,3198.2,3229.9,3302.1,3367.2,3410.5,3523.5,3604.8,3589.1,3654.2,3785.8,3864.5,4074.3,4185.7,4156.9,4377.1,4513.7,4689.2,4749.3,4840.7,4927.5,4887.8,5008.7,4856.7,4668.3,4616.9,4505.1,4247.2,4060.9,4062.1,3982.5,3971.5,3963.6,4014.0,3954.6,4059.4,4104.3,4127.9,4327.6,4309.4,4359.3,4367.3,4359.6,4364.9,4432.1,4456.6,4464.5,4468.4,4492.4,4501.3,4577.0,4648.6,4667.6,4659.3,4738.5,4682.0,4691.4,4732.3,4830.1,4849.5,4877.1,4906.7,4946.6,5012.3,5077.9,5123.2,5134.7,5203.2,5198.9,5193.5,5244.3,4832.7,5092.9,5166.7,5142.0,5247.7,5326.6,5367.9,5383.5,5424.0,5363.2
TOTAL,B1G,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213.8,3282.1,3282.6,3349.8,3392.7,3381.8,3492.6,3517.9,3583.5,3689.6,3783.3,3871.8,3952.1,4008.8,4046.0,4047.2,3979.0,3994.6,3945.2,3952.8,4038.4,4079.6,4141.0,4204.3,4305.6,4321.0,4407.8,4512.3,4517.3,4658.8,4740.4,4811.9,5022.2,5096.8,5240.7,5334.2,5385.2,5485.5,5521.1,5648.7,5771.1,5863.1,6021.2,6132.8,6184.7,6326.7,6435.9,6611.4,6842.9,7017.2,7205.3,7329.5,7293.6,7342.3,7250.9,7193.4,6268.5,6185.8,6211.3,6143.7,6191.0,6268.9,6296.6,6445.7,6569.0,6662.3,6719.8,6792.7,6829.1,6872.7,7014.4,7045.0,7087.5,7163.8,7216.2,7306.6,7387.5,7434.1,7461.5,7490.2,7518.4,7576.7,7626.0,7650.6,7681.3,7736.0,7816.0,7909.6,8002.8,8078.3,8160.7,8234.9,8304.4,8398.1,8481.8,8589.4,8715.7,8812.6,8851.7,8955.6,8995.8,8514.8,8829.3,8988.1,9186.8,9337.2,9406.1,9510.9,9563.4,9595.8,9644.9
TOTAL,B1G,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.4,5486.9,5548.7,5648.3,5695.3,5221.4,5719.3,5769.0,5768.0,5835.9,5884.3,5954.8,6014.6,6238.9,6350.6,6381.4,6557.2,6677.5,6830.4,6870.6,7130.8,7051.1,7172.7,7230.0,7347.5,7270.7,7408.4,7591.9,7587.0,7720.9,7620.3,7607.2,7608.3,7772.6,7808.5,8121.3,8074.0,8037.4,8248.2,8128.8,8008.2,8107.7,8306.8,8768.3,8795.4,8831.7,8868.3,8964.8,9465.6,9640.6,9573.3,9661.0,9745.6,9655.4,9570.5,9183.0,9042.6,9139.1,9315.7,9387.4,9509.3,9639.3,9533.3,9537.9,9636.8,9538.1,9635.8,9547.6,9589.2,9624.7,9740.1,9926.9,9874.9,10110.3,10113.6,9983.3,10107.5,10006.2,10236.3,10546.6,10641.4,10745.1,10681.0,10721.7,11041.4,11224.1,11325.4,11373.1,11127.9,11314.2,11439.7,11493.6,11413.6,11387.4,11519.3,11522.5,11580.7,11811.5,11795.9,11831.6,11713.4,11124.1,11927.6,11943.3,12152.5,12224.5,12192.8,12402.9,12496.0,12450.6,12602.8
TOTAL,B1G,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14730.4,14699.9,14732.2,14651.2,14900.8,14846.2,14802.5,15045.2,15100.8,15298.8,15449.5,15579.6,15679.9,15917.7,16068.8,16094.9,16056.4,16221.8,16525.8,16720.7,16829.0,17018.9,17207.4,17507.2,17672.0,17789.6,17979.8,18068.2,18543.2,18635.5,18777.3,19013.0,19178.0,19409.6,19622.0,19859.3,20090.3,20378.9,20652.8,20700.8,20929.2,21286.0,21425.9,21679.9,21883.2,22153.6,22259.5,22524.9,22261.7,22181.5,22272.6,22334.9,22535.9,22667.9,22658.1,21779.6,20898.8,20903.3,20934.1,20936.6,20954.8,21137.9,21306.2,21299.9,21513.7,21482.7,21520.4,21847.1,21433.3,21312.8,21369.5,21342.2,21477.8,21695.8,22100.9,22293.6,22425.3,22808.8,23015.0,23129.7,23492.2,23547.4,23713.8,23937.1,23851.4,24160.1,24270.7,24531.3,24843.9,25124.8,25355.6,25745.4,26257.6,26460.9,26868.7,27151.1,27623.6,27728.6,28128.8,28218.5,28026.3,23994.0,26807.6,27212.2,27544.4,28278.1,28781.8,29382.6,29851.9,30066.5,29948.4
TOTAL,B1G,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.9,1193.5,1186.7,1202.1,1168.5,1170.1,1181.0,1142.1,1200.5,1202.9,1204.1,1201.5,1248.8,1253.9,1270.8,1265.6,1246.1,1236.5,1242.6,1256.5,1246.8,1271.6,1285.3,1300.7,1278.3,1310.5,1324.3,1330.0,1360.2,1365.0,1383.3,1372.8,1424.0,1433.7,1432.8,1448.3,1394.8,1399.9,1428.3,1450.8,1483.9,1498.5,1519.4,1508.6,1498.4,1478.0,1487.3,1513.1,1525.7,1558.1,1580.1,1605.5,1632.9,1664.1,1680.3,1704.4,1759.6,1780.1,1812.5,1871.9,1933.5,2000.8,2026.2,2048.9,2010.1,2052.1,2102.8,2114.2,2245.7,2276.6,2307.6,2352.4,2343.8,2425.5,2453.5,2485.3,2540.0,2614.5,2646.1,2696.2,2590.0,2254.4,2416.8,2457.7,2616.1,2631.5,2778.4,2827.1,2852.4,2898.7,2990.6
TOTAL,B1G,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102073.1,103240.5,104672.9,105677.7,106733.2,107840.2,109483.7,110942.4,112431.9,113324.6,113877.2,114982.9,116834.1,118160.9,119328.6,121367.0,122095.8,123520.2,125130.0,126398.9,126686.4,127050.7,127413.0,127731.9,126695.7,127296.3,128113.8,127876.5,127895.3,127512.5,127243.5,128306.0,129366.3,129815.3,130479.2,130563.8,131249.7,132036.2,133379.2,134285.6,135393.4,137283.0,137765.8,139119.0,140459.3,141530.8,143306.0,145417.1,146057.8,146604.3,146653.8,145669.2,140764.6,141046.1,141456.8,142403.4,142172.1,142931.0,143548.4,145297.9,146321.4,146241.7,146554.7,145442.6,145322.6,145462.4,144976.4,144056.0,145159.5,144790.1,145433.8,146200.5,145908.7,147110.2,147688.4,149373.4,149415.9,149710.7,150455.7,150699.9,151923.2,152021.7,153382.8,154525.5,155737.1,157157.8,158226.3,159281.0,159873.1,161138.2,161491.9,162164.7,163345.8,163974.4,164771.2,165266.9,162685.6,149977.0,158866.1,159224.5,159237.4,165614.5,168761.9,169705.4,170221.3,174922.5,174630.0
TOTAL,B1G,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48016.7,48250.9,48462.9,48776.9,48859.5,49237.8,49405.8,49521.7,49747.1,49911.6,50574.8,51150.8,51633.5,52170.2,52554.4,52742.9,52882.4,53599.0,54584.7,54642.0,55340.2,55857.0,56203.7,56959.7,56857.4,56803.9,56896.4,56930.9,57753.3,57673.1,57818.5,57759.2,58249.4,58284.2,58610.7,58680.5,59230.0,59849.5,60381.4,60550.2,60518.6,61411.0,61754.3,62384.8,63054.9,63459.2,64104.1,64950.5,65615.9,66172.7,66563.0,66990.6,67859.1,68113.4,67816.2,66146.0,64877.8,64325.5,64478.9,64847.8,64547.1,65485.9,66229.0,67037.1,67500.0,68086.7,68235.1,68393.8,68851.5,68392.8,68391.7,68185.6,68239.2,68327.3,68578.0,68935.9,68855.0,69102.9,69197.1,69207.4,69338.3,69373.4,69880.3,69945.6,70395.1,70756.8,71092.0,71771.5,71999.1,72468.2,72926.4,73410.8,73992.1,74210.3,74527.4,75647.1,75835.4,75636.5,75851.3,75389.9,73716.5,65497.4,72615.1,70986.1,70118.6,73172.7,76149.9,75171.7,76134.6,77581.7,77643.8
TOTAL,B1G,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41319.1,42102.1,43278.9,43741.8,44625.2,45495.4,45908.0,44100.6,46884.0,47444.6,47632.1,48387.4,49286.3,49330.0,49756.1,50060.5,50420.1,51215.7,52368.3,53074.5,53387.0,54180.8,53995.9,54901.4,54818.5,54637.2,55058.3,55243.5,55571.6,55856.5,56187.1,56405.6,56765.4,57393.3,58509.4,58837.3,60168.8,60607.5,60932.5,61848.0,61545.3,63006.3,63365.3,64179.5,65810.6,66717.0,68105.9,66783.1,70382.7,70934.3,72025.2,72823.9,73712.2,74405.5,74324.9,74745.7,75624.3,75979.1,76869.0,77515.7,77703.8,78199.6,78831.9,80135.7,81083.9,82341.3,83290.7,83799.3,83915.1,83740.1,83936.6,83968.6,83611.5,84497.5,84914.3,85373.4,86755.6,87272.7,87995.2,88576.2,89939.6,90822.8,92185.0,93045.0,92550.1,93956.0,94440.1,96362.6,97608.9,98287.5,99654.9,100823.9,102841.1,104219.3,105579.5,106743.1,108033.6,109234.2,109942.3,110266.8,111112.1,101014.1,108124.2,108134.9,110963.9,113020.0,115121.3,117157.6,120717.9,119487.3,120857.6
TOTAL,B1G,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29987.0,30206.0,30441.2,30698.0,30748.9,31129.7,31530.3,31727.7,32137.0,32507.8,32832.2,33071.9,33524.6,33886.1,34081.5,34299.0,34620.1,34867.1,35232.3,35607.4,36043.0,36089.0,36592.4,36804.7,36801.1,37197.2,37249.4,37527.6,37568.4,37638.6,37398.4,37170.0,37064.0,36979.3,37165.6,37331.8,37624.6,37836.1,37777.7,37786.1,37915.9,38002.6,37824.3,38030.6,38117.3,38378.6,38791.3,38960.2,39324.7,39508.7,39622.9,40164.2,40181.7,40133.3,39887.6,39457.5,38832.2,38826.6,38818.5,39037.7,39270.8,39518.8,39612.2,39569.0,39504.3,39321.3,38993.9,38560.7,38325.4,37718.4,37770.3,37461.2,37453.7,37608.7,37614.6,37664.9,37637.8,37786.5,37723.0,37663.3,38019.8,38324.2,38372.3,38422.7,38580.0,38691.2,39025.3,39359.8,39772.0,39929.4,40374.7,40694.8,40906.5,41190.2,41365.0,41654.1,42171.0,42442.5,42455.7,42405.9,41054.1,35237.8,39948.0,40042.7,39436.6,40585.4,41660.6,42184.8,43378.9,43595.8,43597.6
TOTAL,B1G,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20459.2,20498.8,20236.2,19642.1,21284.7,20873.9,21204.8,20926.5,20625.8,19880.4,19480.3,19411.9,19137.6,18741.5,18706.3,18522.7,18721.8,18628.0,18771.1,18954.1,18972.2,19432.4,19473.1,19521.3,19952.9,20352.9,20453.1,20504.1,20982.3,21470.4,21500.9,21697.4,21217.5,21918.2,22195.4,22355.3,22943.0,23885.0,24422.7,24822.1,24679.9,24959.1,25364.0,25942.5,26536.2,27334.1,27782.9,28263.5,29226.3,29340.2,30079.9,30485.2,32155.2,32864.0,32632.9,31631.0,31201.2,30624.1,31185.3,30742.5,29100.4,28881.7,28634.4,28823.4,29882.9,30080.0,30372.0,30201.7,32212.9,33505.6,33875.7,33228.6,32359.5,33016.7,33013.3,33798.2,33843.9,33818.3,34334.8,35099.1,35353.4,35080.5,35941.3,36520.1,36382.6,37620.3,37584.7,37904.0,39647.9,40292.3,41316.7,41006.2,42197.1,43020.6,43868.5,43549.1,44019.0,44191.4,44762.2,45303.5,44799.6,40074.4,42870.5,45149.9,44618.9,46073.7,45874.7,45584.6,47936.1,48685.2,49082.6
TOTAL,B1G,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934.0,4932.9,4930.7,4925.4,4969.9,5031.0,5091.4,5200.1,5190.3,5309.0,5368.2,5384.8,5400.0,5447.9,5484.0,5519.9,5585.4,5785.8,5691.0,5798.3,5883.7,5933.8,6004.1,6071.3,6173.9,6175.2,6216.9,6268.5,6378.8,6365.2,6455.2,6572.0,6552.1,6594.0,6686.7,6709.2,6822.4,6891.0,6935.7,6957.3,6997.1,7150.8,7197.2,7325.4,7368.9,7527.1,7691.1,7871.0,7990.6,8126.3,8274.8,8273.1,8447.6,8536.7,8491.1,8159.6,7853.7,7779.3,7768.4,7777.5,7776.7,7920.5,7954.7,7941.7,7972.7,7942.2,7970.5,7972.3,7922.3,7794.3,7804.3,7696.8,7694.3,7720.6,7707.2,7849.4,7926.9,7993.3,8026.8,8038.5,8077.1,8124.4,8201.7,8201.1,8313.1,8394.4,8488.4,8542.1,8701.1,8813.1,8901.7,9093.2,9073.0,9237.4,9349.5,9464.7,9510.4,9537.5,9677.1,9713.4,9519.2,8505.8,9537.1,9481.7,9611.4,9755.2,10041.0,10366.1,10462.4,10580.7,10512.8
TOTAL,B1G,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7607.4,7693.3,7790.6,7990.0,8165.2,8324.7,8482.6,8677.9,8776.2,8874.6,9064.0,8961.6,9067.7,9081.0,9080.1,9701.0,9531.3,9321.2,9142.8,9038.4,9201.1,9324.5,9364.7,9529.9,9532.7,9770.3,9776.9,10024.7,9958.9,10066.7,10341.4,10378.5,10645.4,10617.7,10639.7,10809.7,10846.3,11018.4,11278.9,11503.6,11487.4,11807.6,12063.1,12021.5,12606.2,12823.2,13045.2,13564.1,13822.6,14263.9,14636.5,15096.0,15233.1,15285.9,15496.0,15405.2,14161.2,14456.9,14692.5,14994.1,15328.6,15512.5,15641.7,15848.4,15719.8,15826.4,15990.9,16004.9,16187.9,16212.7,16275.8,16247.2,16162.5,16203.5,16240.7,16427.1,16499.8,16632.2,16771.8,16846.3,17330.5,17368.9,17585.3,17741.9,17709.5,17817.1,17895.0,18055.6,18049.3,18249.0,18319.0,18504.5,18711.9,18956.6,19177.7,19150.7,19376.8,19406.4,19358.0,19454.5,19020.4,17584.4,19185.9,19283.7,18994.3,19207.1,19189.9,19287.4,19296.6,19396.3,19545.9
TOTAL,B1G,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28065.5,27625.4,26957.5,26547.7,26275.4,25939.7,25361.2,25041.6,25160.3,24917.5,24785.3,24662.1,24757.7,24742.5,24880.9,25077.3,25327.3,25563.9,26224.6,26914.7,26609.4,27379.8,27219.1,27229.0,27758.4,27987.0,28109.3,28659.2,28955.7,29366.4,30064.5,31030.6,30671.6,31323.4,31725.2,32028.7,32601.0,32788.5,32957.2,33249.2,34413.4,34692.0,35282.1,35683.0,35828.5,35903.5,36141.0,36040.1,36195.5,36526.7,36400.8,36713.3,36408.0,36799.0,37207.0,37129.3,37705.2,38051.6,38375.7,39110.5,39481.0,38826.6,39458.7,39433.7,40442.6,40591.7,40869.3,41269.3,42205.0,43051.4,43593.3,44118.3,44116.5,43685.3,43912.9,42841.6,40080.1,39744.4,40003.3,39677.4,40522.0,41239.9,40990.8,41910.4,42080.9,41922.9,41924.6,41880.0,41533.6,41189.0,40920.2,40972.9,40522.0,40691.7,40873.8,40793.4,40480.1,40581.0,40726.5,40592.6,40324.7,40842.6,40832.7,41026.5,41478.2,41607.7,41994.3,42198.7,42756.7,43321.0,43523.7,43735.3,43699.5,43684.4,43636.2,43593.3,43984.4,44425.4,44412.0,44366.5,44287.9,41593.4,43470.1,43836.1,43872.8,44544.1,45024.5,45269.1,45245.0,45803.9,45690.5
TOTAL,B1G,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49868.5,50594.1,51085.4,51270.9,51819.4,52403.7,52892.9,53902.6,54921.4,55143.8,55289.2,55992.8,56385.0,56009.3,56288.9,56643.6,57124.0,57962.8,58520.6,59543.1,59694.7,60703.1,61027.9,61613.1,62503.9,62724.3,63195.9,64388.4,65194.4,66638.3,67323.0,67699.7,67222.4,67519.3,67848.8,68355.9,68269.1,69295.8,69425.9,69553.0,70533.6,70145.1,71094.0,71570.8,72816.8,73403.9,74004.3,74717.8,74541.9,75379.3,76133.6,76799.5,78155.3,79148.5,80048.5,80749.4,81583.4,81991.9,82541.9,83278.3,82784.1,82611.8,82393.9,79373.9,77844.5,77765.4,78004.6,78356.1,80365.2,81937.9,83144.5,84551.2,85075.9,85363.7,86474.0,85322.5,85422.7,85974.8,85452.5,84796.5,86002.9,85941.5,86404.4,87111.4,87836.9,88466.9,88958.9,90059.4,91134.2,91873.9,93177.1,93714.7,93519.8,93403.2,93746.2,94464.9,95196.9,96365.3,97539.9,97381.1,97917.2,98785.5,98280.9,99543.9,100207.0,100785.7,100912.2,100950.7,100951.2,92204.2,99291.4,99191.6,101143.9,101564.7,103590.8,104215.8,105126.6,106148.4,107162.4
TOTAL,B1G,NO,34320.0,33619.0,32757.0,33633.8,34088.3,34262.4,33891.2,33723.5,34106.8,34082.1,34092.0,34255.3,34727.4,35682.3,35730.5,35705.8,36904.6,37288.5,38454.4,39047.8,39418.8,38972.2,40175.2,40412.4,40809.9,40087.7,41691.6,41898.9,41544.0,43000.6,41842.6,42593.9,42901.0,42243.2,42744.2,42757.2,42761.4,43542.6,43860.6,44040.4,43756.8,44289.5,43808.9,45533.9,45565.6,46002.9,45643.4,46160.0,47176.8,47203.7,48140.3,47506.3,47300.0,48164.4,49127.5,50378.2,50603.3,51348.8,50636.3,52770.5,52252.4,52766.1,54014.9,54675.9,55201.3,55190.0,57081.7,56071.2,57532.6,59031.5,58937.5,59742.4,60430.1,60848.1,59458.0,60005.4,60451.8,60631.8,61777.3,62895.5,63930.1,62959.2,63571.2,63434.0,64043.8,63923.1,65103.2,65460.8,64490.4,66040.0,64898.0,65912.3,65645.3,65344.8,66275.1,66319.5,68755.9,68716.8,67595.0,68373.3,69509.6,69963.5,70562.3,70235.2,70968.4,71004.6,71721.8,72359.3,72675.1,72318.2,73494.1,74373.2,73659.2,73544.2,73577.3,74022.3,72805.6,71750.8,72118.6,71944.1,73417.6,72957.1,70911.7,72795.9,72751.1,72392.9,73703.8,73664.2,75489.6,75554.0,74221.4,74968.2,75005.5,75656.4,76277.7,76132.0,76976.2,77517.5,77952.0,78890.5,78608.7,79088.2,80072.5,79185.4,79560.2,79673.3,79342.8,80660.9,81200.9,82187.0,82703.6,82333.2,82439.4,82661.1,83281.2,83251.0,82909.6,83656.6,84171.3,84956.8,84020.5,79319.5,82631.7,83541.9,83306.6,84384.1,87303.8,87573.0,87054.6,88236.0,89841.2
TOTAL,B1G,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81505.9,81769.1,81469.0,81252.6,81535.6,80695.2,80627.3,80880.1,81546.9,81401.7,80600.1,80016.0,79885.7,80720.0,80945.2,81242.8,81699.9,80894.7,81662.4,82105.8,81739.4,81872.1,82278.2,82194.7,82526.2,82202.1,82110.7,82445.0,83209.9,83368.5,84227.7,84859.8,85723.9,86655.7,86603.7,86385.5,86358.5,86731.3,87156.2,89164.8,89651.4,90030.0,90879.3,92095.3,91997.8,92480.9,92521.6,92288.9,92372.5,92662.3,92643.7,92269.2,91818.8,91615.9,92529.6,93582.2,94037.9,94799.2,94743.0,94996.5,95740.0,96794.3,97852.0,98886.9,100051.1,100842.6,101477.0,102759.3,103305.1,104880.9,105769.8,106751.0,107680.7,108977.1,109507.0,106234.9,104331.5,104917.1,106317.8,106886.4,107894.3,108566.0,109133.2,110079.6,110680.5,111426.3,111147.5,111240.9,111897.8,112200.6,113222.4,113211.9,113636.2,114452.5,115310.6,115544.8,116143.2,117077.4,117752.5,118492.3,118282.7,118824.1,119573.3,120132.1,120598.9,121436.0,122315.4,122480.5,122600.3,122826.5,123530.7,124844.7,126283.7,127573.2,127224.9,127539.3,127726.4,128305.5,129051.9,129777.1,127859.5,119024.7,127633.1,127965.5,127800.9,130362.6,132730.3,132871.2,133284.0,133434.1,133796.8
TOTAL,B1G,UK,210067.2,207111.5,206855.6,204005.5,203776.3,204850.0,207129.7,207880.3,207886.7,210477.7,211494.9,212609.2,216957.4,218072.7,220524.0,222231.1,223944.6,221598.8,222673.6,226712.6,229515.8,234681.8,234659.4,235068.9,236728.0,238994.8,240733.9,244308.0,246210.2,250732.2,256006.0,258891.3,263267.2,264819.7,269022.9,271696.0,272863.5,274177.2,274588.8,275562.3,277384.5,278456.1,276204.1,275817.1,274800.9,274900.1,274975.8,275343.7,275020.6,275204.0,277036.9,278869.8,280680.3,282336.2,284736.4,286455.2,289419.4,292624.6,295435.2,297569.9,303507.7,304209.5,306637.6,306669.4,309735.7,311224.3,313595.0,315087.7,318321.1,320734.8,322486.7,325760.1,328704.5,331332.4,334055.5,337407.7,339081.7,339361.4,344392.8,349171.1,352796.8,355729.0,357661.2,359197.0,362986.6,365411.6,367616.4,368684.9,370645.8,372422.3,375041.0,377986.4,380911.4,384599.7,388952.8,392337.8,393867.4,395302.7,396242.2,397864.0,401768.4,406852.0,411649.8,417990.5,419272.1,419974.9,420253.6,421374.4,425351.5,427866.7,431569.3,434788.3,437078.1,434576.2,427122.9,418283.5,411542.2,410910.1,411906.9,413231.6,415982.4,420963.6,424609.8,424629.3,426260.3,427056.3,428799.0,429878.9,432117.4,431433.0,436618.1,436262.6,438769.5,441960.9,445833.5,448828.2,452299.2,455383.0,458304.9,460945.0,462775.8,466099.3,467808.2,470541.6,471711.6,473809.8,474867.1,477589.2,479864.6,481706.7,483918.6,485607.0,485994.3,487665.3,490940.6,492465.1,495227.2,495994.5,498490.2,498534.3,483391.0,392696.3,455671.9,,,,,,,,
TOTAL,B1G,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.9,1154.7,1187.1,1137.8,1188.0,1116.4,1063.5,1094.6,1091.3,1128.0,1128.6,1135.5,1130.2,1137.3,1164.8,1192.0,1169.6,1192.7,1242.0,1276.0,1257.3,1292.4,1271.1,1281.6,1337.5,1317.9,1320.9,1326.0,1346.8,1375.8,1434.0,1456.8,1458.1,1500.2,1501.2,1489.2,1481.9,1486.0,1457.0,1522.2,1539.0,1505.4,1571.3,1519.7,1554.4,1570.2,1548.2,1574.1,1540.6,1557.4,1548.2,1570.1,1591.4,1600.5,1636.6,1623.0,1663.7,1696.0,1691.6,1703.7,1742.2,1744.3,1769.4,1790.8,1769.4,1802.8,1811.6,1822.2,1827.5,1807.2,1824.0,1821.4,1855.9,1861.8,1867.0,1890.9,1916.4,1944.2,1951.0,1936.0,1904.9,1670.2,1868.6,1890.1,1875.6,1878.1,1901.1,1902.7,,,
TOTAL,B1G,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874.0,4042.5,3753.5,3542.5,3969.3,4049.5,4007.3,4076.4,4127.4,4178.7,4451.4,4465.6,4486.8,4452.3,4427.6,4469.2,4416.3,3574.5,4076.4,4180.3,4413.5,4464.9,4381.6,3913.7,4476.5,4471.8,4562.5,4659.4,4668.7,4754.4,4873.8,4877.4,4932.6,5000.6,5003.3,5018.3,5253.6,5285.6,5378.1,5638.6,5486.8,5681.8,5815.9,5934.5,5826.6,5922.0,6002.0,6075.4,6196.1,6278.4,6305.6,6466.7,6625.3,6710.1,6694.1,6666.2,6532.6,6499.6,6549.4,6523.8,6541.1,6560.4,6635.9,6614.9,6719.1,6711.9,6714.0,6755.2,6630.7,6755.0,6662.2,6681.8,6853.7,6862.3,7029.2,6963.7,6860.7,6803.6,6705.1,6805.9,6880.7,6945.6,6946.8,7029.8,7100.7,7127.6,7186.0,7200.6,7218.1,7271.3,7343.3,7376.1,7556.6,7637.6,7638.6,7626.2,7731.1,7852.0,8033.3,8169.4,8149.0,7399.4,7938.0,8105.3,8323.6,8360.8,8552.4,8698.1,8595.9,8655.2,8613.8
